Food name,Measure,Weight ,Energy,Energy,Protein,Carbohydrate,Total Sugar,Total Dietary Fibre,Total Fat,Saturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Vitamin C,Alcohol,Caffeine
, ,g,kcal,kJ,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,RAE,mg,g,mg
,,,,,,,,,,,,,,,,,,,,,
BAKED GOODS,,,,,,,,,,,,,,,,,,,,,
"Sesame sticks, salted",60mL,14,75,316,2,6,tr,0.4,5,0.9,0,24,0.1,208,25,6,19,0,0,,
"Soybeans, roasted, salted",60mL,44,205,859,15,15,2,7.7,11,1.6,0,60,1.7,71,641,63,158,4,1,,
"Trail mix, regular",60mL,38,176,735,5,17,,2.5,11,2.1,0,30,1.2,87,261,60,131,tr,1,,
"Trail mix, tropical",60mL,36,144,604,2,23,,2.4,6,3,0,20,0.9,4,252,34,66,1,3,,
,,,,,,,,,,,,,,,,,,,,,
SOUPS,,,,,,,,,,,,,,,,,,,,,
READY-TO-SERVE,,,,,,,,,,,,,,,,,,,,,
"Beef or chicken, broth/bouillon",250mL,254,18,74,3,tr,0,0,1,0.3,0,15,0.4,827,137,5,33,0,0,,
"Beef, chunky",250mL,254,180,753,12,21,2,1.5,5,2.7,15,33,2.5,915,355,5,127,137,7,,
"Chicken noodle, chunky",250mL,254,185,773,13,18,2,4.1,6,1.5,20,25,1.5,898,114,10,76,71,0,,
"Chicken noodle, low fat, reduced salt",250mL,257,105,444,9,13,1,2.1,2,1,13,21,0,501,,,,,0,,
"Chicken vegetable, chunky",250mL,254,175,733,13,20,,0.9,5,1.5,18,28,1.5,1128,388,10,112,317,6,,
"Clam chowder, Manhattan",250mL,254,142,593,8,20,4,3,4,2.2,15,71,2.8,1057,406,20,89,178,13,,
"Minestrone, chunky",250mL,254,134,563,5,22,6,6.1,3,1.6,5,63,1.9,913,647,15,117,226,5,,
"Split pea with ham, chunky",250mL,254,195,817,12,28,5,4.1,4,1.7,8,36,2.3,1019,322,41,188,259,7,,
"Vegetable, chunky",250mL,254,129,540,4,20,4,1.3,4,0.6,0,58,1.7,1068,418,8,76,307,6,,
"CONDENSED, DILUTED WITH WATER",,,,,,,,,,,,,,,,,,,,,
Beef noodle,250mL,258,88,366,5,9,2,0.8,3,1.2,5,15,1.2,1005,106,5,49,8,tr,,
Chicken broth,250mL,254,41,170,5,1,1,0,1,0.4,0,10,0.5,806,218,3,76,0,0,,
Chicken noodle,250mL,255,79,331,4,10,tr,0.8,3,0.7,8,18,0.8,1169,59,5,38,38,tr,,
Cream of mushroom,250mL,258,137,572,2,10,2,0.5,9,2.6,3,49,0.5,931,106,5,52,15,1,,
Tomato,250mL,258,90,376,2,18,9,1.2,2,0.4,0,13,1.9,735,278,8,36,26,3,,
"Tomato, reduced salt",250mL,258,90,376,2,19,8,0.5,2,0.4,0,13,1.9,52,278,8,36,44,70,,
Vegetables with beef,250mL,258,83,345,6,11,1,0.7,2,0.9,5,18,1.2,835,183,5,44,101,1,,
Vegetarian vegetable,250mL,255,76,318,2,13,4,0.5,2,0.3,0,23,1.1,868,222,8,36,122,2,,
"CONDENSED, DILUTED WITH 2% MILK",,,,,,,,,,,,,,,,,,,,,
"Clam chowder, New England",250mL,262,157,658,10,18,,1.6,5,1.9,16,202,1.6,1051,320,26,168,71,4,,
Cream of chicken,250mL,262,189,789,8,16,7,0.3,10,3.7,21,194,0.7,1108,293,21,162,86,1,,
Cream of mushroom,250mL,262,202,844,6,16,,0.5,13,4.2,10,191,0.6,983,288,24,168,86,2,,
"Cream of mushroom, reduced salt",250mL,262,134,558,6,17,9,0.8,5,2.4,14,168,0.7,562,691,21,189,74,tr,,
Cream of tomato,250mL,262,155,647,6,24,0,1.3,5,1.9,10,173,1.9,802,480,26,160,69,4,,
"DEHYDRATED, PREPARED WITH WATER",,,,,,,,,,,,,,,,,,,,,
Chicken noodle,250mL,254,58,243,2,9,1,0.3,1,0.3,10,5,0.5,581,33,8,30,3,0,,
Minestrone,250mL,268,83,349,5,13,,0.8,2,0.9,3,40,1.1,1084,360,8,64,16,1,,
Onion,250mL,260,29,120,1,5,2,0.8,1,0.1,0,13,0.2,897,68,5,31,0,tr,,
"Ramen noodles, chicken flavour, cooked",250mL,258,162,678,3,20,,6.2,8,3.5,0,,1.2,792,,,,72,0,,
Tomato vegetable,250mL,255,56,234,2,10,2,0.5,1,0.4,0,8,0.6,1154,104,20,31,10,6,,
HOMEMADE,,,,,,,,,,,,,,,,,,,,,
Chicken noodle,250mL,255,135,564,19,7,2,0.9,3,0.7,64,26,1.1,336,302,30,168,136,3,,
Cream of vegetable,250mL,251,62,262,5,7,3,0.8,2,0.7,2,53,0.6,586,287,11,95,99,3,,
French onion,250mL,255,204,852,10,28,3,1.9,6,2.9,13,159,1.5,904,204,25,157,30,2,,
Lentil,250mL,262,193,805,12,27,3,5.1,5,0.4,0,41,3.3,654,365,41,171,45,6,,
Split pea with ham,250mL,267,190,797,13,31,5,3.8,2,0.6,7,39,1.9,312,437,50,176,56,2,,
Vegetable,250mL,252,49,204,3,8,2,1.4,1,0.2,0,34,0.7,692,336,16,58,93,11,,
,,,,,,,,,,,,,,,,,,,,,
SWEETS AND SUGARS,,,,,,,,,,,,,,,,,,,,,
"SUGAR, HONEY AND SUBSTITUTIONS",,,,,,,,,,,,,,,,,,,,,
Brown sugar,5mL,5,18,73,0,5,4,0,0,0,0,4,0.1,2,16,1,1,0,0,,0
Honey,5mL,7,22,91,tr,6,6,tr,0,0,0,tr,tr,tr,4,tr,tr,0,tr,,0
Icing sugar (powdered),5mL,3,10,41,0,2,2,0,tr,0,0,tr,tr,tr,0,0,0,0,0,,0
"Sugar substitute, aspartame (EqualTM)",1 packet,1,4,15,tr,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
"Sugar substitute, sucralose (SplendaTM)",5mL,1,2,7,0,tr,tr,0,0,0,0,0,0,0,0,0,0,0,0,,0
White sugar (granulated),5mL,4,16,68,0,4,4,0,0,0,0,tr,0,0,0,0,0,0,0,,0
SYRUP AND MOLASSES,,,,,,,,,,,,,,,,,,,,,
"Chocolate syrup, thin type",15mL,20,110,461,1,26,20,1,tr,0.2,0,6,0.8,28,89,26,51,tr,tr,,6
Corn syrup,15mL,21,59,249,0,16,6,0,0,0,0,4,0.1,32,9,2,2,0,0,,0
Maple syrup,15mL,20,55,230,0,14,12,0,tr,tr,0,22,0.2,2,46,4,tr,0,0,,0
Molasses,15mL,21,62,257,0,16,12,0,tr,tr,0,44,1,8,311,51,7,0,0,,0
Pancake syrup,15mL,20,47,195,0,12,7,0.1,0,0,0,1,tr,16,3,tr,2,0,0,,0
PRESERVES,,,,,,,,,,,,,,,,,,,,,
Double fruit jam type spread,15mL,19,42,177,tr,10,9,0.5,tr,0,0,2,0.1,6,,,,,tr,,
"Double fruit jam type spread, reduced sugar",15mL,17,23,95,tr,5,5,0.4,tr,0,0,3,0.1,3,,,,,tr,,
Jams and preserves,15mL,20,56,234,tr,14,10,0.2,tr,tr,0,4,0.1,6,16,1,4,tr,2,,0
Jelly,15mL,21,56,235,tr,15,11,0.2,tr,tr,0,1,tr,6,11,1,1,0,tr,,0
Marmalade,15mL,20,50,207,tr,13,12,0.1,0,0,0,8,tr,11,7,tr,1,1,1,,0
TOPPINGS AND SPREADS,,,,,,,,,,,,,,,,,,,,,
"Chocolate topping, fudge-type",30mL,39,135,564,2,24,13,1.1,3,1.5,1,39,0.6,133,174,25,65,2,tr,,3
"Pie filling, cherry, canned",30mL,25,29,121,tr,7,,0.2,tr,tr,0,3,0.1,5,26,2,4,3,1,,0
"Spread, chocolate hazelnut (NutellaTM)",30mL,38,36,152,tr,4,4,0.4,2,0.4,0,7,0.3,3,27,4,10,tr,0,,tr
"Topping or spread, butterscotch",30mL,42,105,438,1,27,,0.4,tr,tr,tr,22,0.1,145,35,3,20,11,tr,,0
"Topping, strawberry",30mL,43,110,458,tr,29,12,0.3,tr,tr,0,3,0.1,9,22,2,2,tr,6,,0
CANDIES,,,,,,,,,,,,,,,,,,,,,
Butterscotch,1 piece,5,21,87,tr,5,4,0,tr,0.1,tr,tr,tr,21,0,tr,tr,1,0,,0
"Candy, chocolate covered, sweetened with sorbitol",1 piece,5,29,120,1,2,1,0.2,2,1.1,1,15,0.1,5,30,5,17,3,tr,,tr
Caramel,4,40,154,646,2,31,26,0.5,3,2.7,3,56,0.1,99,86,7,46,tr,tr,,0
Chewing gum,1 stick,3,7,31,0,2,2,0.1,tr,tr,0,0,0,tr,0,0,0,0,0,,0
"Chewing gum, sugarless",1 stick,2,5,22,0,2,0,tr,tr,tr,0,tr,0,tr,0,0,0,0,0,,0
Fruit leather,1 roll,14,52,217,tr,12,7,0.5,tr,0.1,0,4,0.1,44,41,3,4,1,17,,0
"Fudge, chocolate, homemade",1 piece,17,70,292,tr,13,13,0.3,2,1,2,8,0.3,8,22,6,12,7,0,,1
"Fudge, vanilla, homemade",1 piece,22,84,353,tr,18,18,0,1,0.6,3,7,tr,11,10,1,6,10,0,,0
Gumdrops,10 gumdrops,36,143,596,0,36,21,tr,0,0,0,1,0.1,16,2,tr,tr,0,0,,0
Hard candy,1,6,24,99,0,6,4,0,tr,0,0,tr,tr,2,0,tr,tr,0,0,,0
"Hard candy, reduced sugar",1,3,11,47,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,0
Jellybeans,10 beans,28,105,439,0,26,20,0.1,tr,0,0,1,tr,14,10,1,1,0,0,,0
"Licorice, strawberry (TwizzlersTM)",3 strips,38,132,553,1,30,15,0,1,0,0,0,0.2,108,,,,0,0,,0
Marshmallows,1,7,23,96,tr,6,4,tr,tr,tr,0,tr,tr,6,0,tr,1,0,0,,0
Sesame crunch,4 pieces,35,181,757,4,18,11,2.8,12,1.6,0,229,1.5,58,113,88,148,0,tr,,0
SkittlesTM,10 candies,11,43,181,tr,10,8,0,tr,0.1,0,0,tr,2,1,tr,tr,0,7,,0
Toffee,1 piece,12,67,281,tr,8,8,0,4,2.5,12,4,tr,16,6,tr,4,38,tr,,0
CHOCOLATE BARS,,,,,,,,,,,,,,,,,,,,,
"Almonds, chocolate covered",10,32,180,752,4,15,12,1.4,12,4.8,4,64,0.8,16,,,,0,0,,
"Caramel coated cookies, chocolate covered (TwixTM)",1 package,58,289,1210,3,38,28,0.6,14,5.2,3,52,0.5,112,110,19,63,13,tr,,2
"Caramel with nuts, chocolate covered (TurtlesTM)",2,28,132,550,3,17,12,1.2,6,1.3,0,22,0.5,7,125,23,46,12,tr,,5
"Caramel, chocolate covered (RoloTM, CaramilkTM)",1 bar,52,246,1031,3,35,33,0.5,11,7.5,6,75,0.2,98,98,0,37,18,tr,,2
"Chocolate covered wafer (Kit KatTM, Coffee CrispTM)",1 bar,42,218,910,3,27,20,0.4,11,7.5,5,53,0.4,23,97,16,57,10,0,,6
"Chocolate malt-nougat and caramel, chocolate covered (MarsTM)",1 bar,58,245,1026,3,42,35,1,9,4.5,8,75,0.4,139,140,20,84,10,1,,5
"Chocolate, candy coated (M&M'STM , SmartiesTM)",1 package,142,713,2985,7,97,89,3.8,33,20.5,21,165,1.7,97,416,65,236,55,1,,
"Chocolate, semisweet, bars or chips",60mL,43,204,853,2,27,23,2.5,13,7.6,0,14,1.3,5,156,49,56,0,0,,26
"Coconut candy, chocolate covered (BountyTM, Almond JoyTM)",1 bar,49,235,981,2,29,24,2.5,13,8.6,2,31,0.6,70,124,,55,,tr,,
"Fondant, chocolate covered (After EightTM)",2 pieces,16,59,246,tr,13,11,0.3,2,1.3,0,4,0.3,2,,,,tr,0,,
"Fudge, caramel and nuts, chocolate covered (Oh Henry!TM)",1 bar,63,289,1208,5,41,31,1.3,14,4.2,6,51,0.4,144,203,32,88,6,tr,,3
Milk chocolate and crisped rice (Nestle CrunchTM),1 bar,40,209,873,2,26,22,1,11,6.1,5,68,0.2,53,138,23,81,8,tr,,10
"Milk chocolate, bars or chips",1 bar,50,268,1119,4,30,26,1.7,15,7.1,12,95,1.2,40,186,32,104,25,0,,10
Peanut butter cups (Reese'sTM),3 cups,51,263,1099,5,28,24,1.8,16,5.5,3,40,0.6,160,175,32,82,9,tr,,9
"Peanuts, chocolate covered",10,40,208,868,5,20,15,1.9,13,5.8,4,42,0.5,16,201,38,85,14,0,,9
"Raisins, chocolate covered (GlosetteTM)",10 pieces,10,39,163,tr,7,6,0.4,1,0.9,tr,9,0.2,4,51,5,14,2,tr,,3
"Toffee, chocolate covered (SkorTM)",1 bar,39,209,872,1,24,23,0.5,13,7.3,21,51,0.2,124,60,4,24,60,tr,,
FROZEN DESSERTS,,,,,,,,,,,,,,,,,,,,,
Chocolate ice milk bar (FudgesicleTM),1,51,65,271,3,14,10,0.9,tr,0.2,2,81,0.5,48,,,,,1,,
"Frozen yogourt, chocolate",125mL,91,116,484,3,20,20,1.2,3,2.1,12,91,0.4,57,213,23,81,36,6,,3
"Frozen yogourt, vanilla, soft serve",125mL,76,124,519,3,18,18,0,4,2.6,2,109,0.2,66,161,11,98,45,1,,0
Fruit and juice bar,1,77,63,264,1,16,13,0.8,tr,0,0,4,0.1,3,41,3,5,1,7,,0
"Ice cream cone, vanilla, chocolate covered, with nuts",1,78,222,928,5,23,16,1.9,14,5.4,25,105,0.8,54,208,42,117,68,tr,,4
"Ice cream cone, vanilla, soft serve",1,150,266,1110,7,43,32,0.6,7,4.3,39,232,0.5,116,305,22,154,90,2,,0
Ice cream sandwich,1,59,143,598,3,22,14,0.9,6,3.2,20,60,0.6,36,122,13,63,53,tr,,1
"Ice cream, chocolate",125mL,70,151,630,3,20,18,0.8,8,4.7,24,76,0.6,53,174,20,75,82,tr,,2
"Ice cream, dairy free",125mL,87,237,990,4,21,tr,0.8,16,2,0,36,1.2,216,64,19,59,tr,tr,,0
"Ice cream, strawberry",125mL,70,134,560,2,19,,0.6,6,3.6,20,84,0.1,42,131,10,70,67,5,,0
"Ice cream, vanilla, low fat",125mL,93,117,490,5,20,10,0,2,1.5,11,146,0.1,65,205,13,113,27,1,,0
"Ice cream, vanilla, low fat, aspartame sweetened",125mL,69,106,445,3,15,4,0.5,5,2.8,19,93,0.1,66,135,6,52,1,1,,0
"Ice cream, vanilla, premium",125mL,113,282,1177,4,25,23,0,18,11.7,104,132,0.4,69,178,12,119,206,0,,0
"Ice cream, vanilla, regular",125mL,76,153,640,3,18,16,0.5,8,5.2,33,97,0.1,61,151,11,80,90,tr,,0
Popsicles,1,75,54,226,0,14,10,0,0,0,0,0,0,9,3,1,0,0,0,,0
"Sherbet, orange",125mL,78,113,471,1,24,19,2.6,2,0.9,0,42,0.1,36,75,6,31,8,5,,0
"Soft serve ice cream with OreoTM cookies (BlizzardTM, McFlurryTM)",1 small,275,575,2404,13,89,68,1.9,20,10.5,63,386,4.7,368,564,52,279,148,3,,5
OTHER DESSERTS,,,,,,,,,,,,,,,,,,,,,
"Chocolate mousse, homemade",125mL,213,480,2008,9,34,32,1.3,34,19.5,299,205,1.2,81,305,43,250,299,tr,,15
"Gelatin dessert, calorie-reduced, prepared (JelloTM)",125mL,124,25,104,1,5,0,0,0,0,0,4,tr,59,1,1,84,0,0,,0
"Gelatin dessert, prepared (JelloTM)",125mL,143,88,369,2,20,19,0,0,0,0,4,tr,107,1,1,31,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
VEGETABLES AND VEGETABLE PRODUCTS,,,,,,,,,,,,,,,,,,,,,
VEGETABLES,,,,,,,,,,,,,,,,,,,,,
"Alfalfa sprouts, raw",60mL,8,2,10,tr,tr,tr,0.2,tr,,,3,0.1,1,7,2,6,1,1,,
"Artichoke hearts, canned in water",1 heart,27,13,56,1,3,tr,1,tr,,,12,0.3,74,95,16,23,2,3,,
"Artichoke hearts, marinated in oil",1 heart,28,27,111,1,3,tr,1,2,,,12,0.3,79,93,16,23,2,3,,
"Artichoke, boiled, drained",1 medium,120,60,251,4,13,1,4.7,tr,,,54,1.5,114,425,72,103,11,12,,
"Asparagus, canned, drained",6 spears,108,21,85,2,3,1,1.5,1,,,17,2,310,186,11,46,44,20,,
"Asparagus, fresh or frozen, boiled, drained",6 spears,90,18,75,2,3,1,1.6,tr,,,18,0.7,8,178,11,46,41,14,,
"Bean sprouts, stir-fried",125mL,66,33,137,3,7,,1.2,tr,,,9,1.2,6,143,22,52,1,10,,
"Beans, lima, frozen, boiled, drained",125mL,95,100,417,6,18,1,4,tr,,,27,1.9,28,391,53,107,8,6,,
"Beans, snap (green, yellow, Italian), canned, drained",125mL,71,14,60,1,3,1,1.5,tr,,,19,0.6,187,78,9,14,16,2,,
"Beans, snap (green, yellow, Italian), fresh or frozen, boiled, drained",125mL,71,22,94,1,5,1,1.9,tr,,,33,0.5,4,97,15,21,22,5,,
"Beets, pickled, sliced, not drained",125mL,120,78,326,1,20,,2.2,tr,,,13,0.5,317,177,18,20,1,3,,
"Beets, sliced, boiled, drained",125mL,90,40,165,2,9,7,1.8,tr,,,14,0.7,69,274,21,34,2,3,,
"Beets, sliced, canned, drained",125mL,90,28,117,1,6,5,1.9,tr,,,13,1.6,174,133,15,15,1,6,,
"Belgium endive, raw",1 endive,53,9,38,tr,2,,1.6,tr,,,10,0.1,1,112,5,14,1,1,,
"Bok Choy, Pak-Choi, shredded, boiled, drained",125mL,90,11,45,1,2,1,0.9,tr,,,84,0.9,31,333,10,26,190,23,,
"Broccoli, chopped, boiled, drained",125mL,82,29,120,2,6,1,2,tr,,,33,0.6,34,241,17,55,81,53,,
"Broccoli, chopped, raw",125mL,46,16,66,1,3,1,1.1,tr,,,22,0.3,15,147,10,31,15,41,,
"Broccoli, frozen spears, boiled, drained",125mL,97,27,114,3,5,1,2.3,tr,,,50,0.6,23,175,19,53,54,39,,
"Brussels sprouts, fresh or frozen, boiled, drained",4 sprouts,84,33,137,3,6,2,3.2,tr,,,26,0.7,15,255,16,47,36,45,,
"Cabbage, green, shredded, boiled, drained",125mL,79,17,73,1,4,2,1.3,tr,,,25,0.1,6,77,6,12,6,16,,
"Cabbage, green, shredded, raw",125mL,37,9,37,1,2,1,0.7,tr,,,17,0.2,7,91,6,9,3,12,,
"Cabbage, napa, shredded, boiled, drained",125mL,58,7,29,1,1,,,tr,,,17,0.4,6,50,5,11,7,2,,
"Cabbage, red, shredded, raw",125mL,37,11,48,1,3,1,0.8,tr,,,17,0.3,10,90,6,11,21,21,,
"Carrots, baby, raw",8,80,28,117,1,7,4,1.4,tr,,,26,0.7,62,190,8,22,552,7,,
"Carrots, fresh or frozen, boiled, drained",125mL,77,28,116,1,6,3,1.9,tr,,,25,0.3,45,165,8,24,652,2,,
"Carrots, raw",1 medium,61,25,104,1,6,3,1.5,tr,,,20,0.2,42,195,7,21,367,4,,
"Cauliflower, pieces, boiled, drained",125mL,66,15,63,1,3,1,1.8,tr,,,10,0.2,10,93,6,21,1,29,,
"Cauliflower, pieces, raw",125mL,53,13,55,1,3,1,0.9,tr,,,12,0.2,16,160,8,23,1,25,,
"Celery, raw",1,40,6,24,tr,1,1,0.6,tr,,,16,0.1,32,104,4,10,9,1,,
"Corn, sweet, canned, cream style",125mL,135,97,407,2,25,4,1.8,1,,,4,0.5,385,181,23,69,5,6,,
"Corn, sweet, canned, niblets",125mL,111,88,366,3,22,4,2.3,1,,,6,0.5,302,206,26,71,4,6,,
"Corn, sweet, on or off cob, fresh or frozen, boiled, drained",125mL,87,82,343,3,19,3,2,1,,,2,0.5,8,209,26,79,7,4,,
"Cucumber, peeled, raw",4 slices,28,3,14,tr,1,tr,0.2,tr,,,4,0.1,1,38,3,6,1,1,,
Edamame,125mL,82,100,417,9,8,2,4.3,4,,,52,1.9,5,357,52,138,,5,,
"Eggplant, pieces, boiled, drained",125mL,52,18,76,tr,5,2,1.3,tr,,,3,0.1,1,64,6,8,1,1,,
"Fiddleheads, frozen, boiled",125mL,98,33,139,4,6,,0.9,tr,,,27,1,tr,244,26,78,171,22,,
"Fireweed leaves, raw",125mL,12,13,52,1,2,,1.3,tr,,,52,0.3,4,60,19,13,22,tr,,
"Hearts of palm, canned",2,66,18,77,2,3,,1.6,tr,,,38,2.1,281,117,25,43,0,5,,
"Kale, chopped, boiled, drained",125mL,69,19,80,1,4,1,1.4,tr,,,49,0.6,16,157,12,19,468,28,,
"Leeks, chopped, boiled, drained",125mL,55,17,71,tr,4,,0.5,tr,,,16,0.6,5,48,8,9,1,2,,
"Lettuce, Boston, shredded",250mL,58,8,31,1,1,1,0.6,tr,,,20,0.7,3,138,8,19,96,2,,
"Lettuce, iceberg, shredded",250mL,58,8,34,1,2,1,0.7,tr,,,10,0.2,6,82,4,12,15,2,,
"Lettuce, looseleaf, shredded",250mL,59,9,37,1,2,tr,0.8,tr,,,21,0.5,17,115,8,17,219,11,,
"Lettuce, romaine, shredded",250mL,59,10,42,1,2,1,1.2,tr,,,20,0.6,5,146,8,18,172,14,,
"Lettuce, spring mix (mesclun)",250mL,58,12,50,1,2,tr,1.1,tr,,,43,0.7,21,202,19,23,124,9,,
"Mushrooms, pieces, canned, drained",125mL,82,21,87,2,4,2,2.3,tr,,,9,0.7,350,106,12,54,0,1,,
"Mushrooms, portobello, grilled",125mL,85,30,124,4,4,0,1.9,1,,,3,0.5,9,443,13,128,0,0,,
"Mushrooms, raw",3 medium,54,12,50,2,2,1,0.6,tr,,,2,0.3,2,170,5,46,0,1,,
"Mushrooms, shiitake, sliced, stir-fried",125mL,57,27,115,2,4,tr,2.1,tr,,,1,0.3,3,186,11,63,0,0,,
"Mushrooms, white, sliced, stir-fried",125mL,57,15,62,2,2,0,1,tr,,,2,0.1,7,226,6,60,0,0,,
"Onions, green (scallion), raw",1 medium,15,5,20,tr,1,tr,0.4,tr,,,11,0.2,2,41,3,6,8,3,,
"Onions, yellow, chopped, raw",60mL,41,17,71,tr,4,2,0.6,tr,,,9,0.1,1,58,4,11,0,3,,
"Onions, yellow, chopped, sauteed",125mL,46,61,254,tr,4,2,0.8,5,,,9,0.1,6,61,4,15,,1,,
"Parsnip, sliced, boiled, drained",125mL,82,59,245,1,14,4,2.7,tr,,,30,0.5,8,302,24,57,0,11,,
"Peas, green, canned, drained",125mL,90,62,260,4,11,4,4,tr,,,18,0.9,226,155,15,60,24,9,,
"Peas, green, frozen, boiled, drained",125mL,85,66,276,4,12,4,3.7,tr,,,20,1.3,61,93,19,65,89,8,,
"Peas, snowpeas, boiled, drained",125mL,85,36,149,3,6,3,2.4,tr,,,36,1.7,3,203,22,46,44,40,,
"Peas, snowpeas, raw",10,34,14,60,1,3,1,0.6,tr,,,15,0.7,1,68,8,18,18,20,,
"Pepper, jalapeno, raw",1,14,4,18,tr,1,tr,0.4,tr,,,1,0.1,tr,30,3,4,6,6,,
"Pepper, sweet, green, raw",1/2 ,82,16,69,1,4,2,1.2,tr,,,8,0.3,2,144,8,16,15,66,,
"Pepper, sweet, green, sauteed",125mL,74,95,396,1,3,2,1.3,9,,,6,0.2,13,100,6,11,8,132,,
"Pepper, sweet, red, raw",1/2 ,60,15,65,1,4,2,0.8,tr,,,4,0.3,1,126,7,15,93,113,,
"Pepper, sweet, red, sauteed",125mL,74,99,413,1,5,3,1.3,9,,,5,0.4,16,144,9,17,98,121,,
"Pepper, sweet, yellow, raw",1/2 ,93,25,105,1,6,,0.8,tr,,,10,0.4,2,197,11,22,9,171,,
"Pepper, sweet, yellow, sauteed",125mL,74,36,149,1,5,0,0.6,2,,,9,0.3,175,153,9,18,30,132,,
"Potato, baked, flesh",1,156,145,607,3,34,3,3.4,tr,,,8,0.5,8,610,39,78,0,20,,
"Potato, baked, flesh and skin",1,173,161,673,4,37,2,3.8,tr,,,26,1.9,17,926,48,121,2,17,,
"Potato, boiled without skin",1,135,116,486,2,27,1,1.9,tr,,,11,0.4,7,443,27,54,0,10,,
"Potato, boiled, flesh and skin",1,150,129,540,3,30,1,2.5,tr,,,13,1.3,7,572,34,67,0,18,,
"Potato, canned, drained",4,140,84,351,2,19,,1.3,tr,,,7,1.8,307,321,20,39,0,7,,
"Potato, microwaved, flesh and skin",1,202,212,887,5,49,,5.1,tr,,,22,2.5,16,903,55,212,0,31,,
"Potato, microwaved, peeled after cooking",1,156,156,652,3,36,,3.4,tr,,,8,0.6,11,641,39,170,0,24,,
"Potatoes, French fried, frozen, home-prepared in oven",20 strips,48,96,403,2,15,tr,1.6,4,,,4,0.6,14,201,11,40,0,5,,
"Potatoes, hashed brown, plain, frozen, heated",125mL,82,180,752,3,23,1,1.8,9,,,12,1.2,28,359,14,59,0,5,,
"Potatoes, mashed, dried, 2% milk and margarine added",125mL,111,107,447,3,15,2,1.1,4,,,46,0.2,284,235,15,59,61,14,,
"Potatoes, mashed, homemade with 2% milk and margarine",125mL,111,116,487,2,19,,2.2,4,,,29,0.3,327,321,20,51,19,7,,
"Potatoes, scalloped, from mix with water, 2% milk and margarine",125mL,129,120,502,3,16,2,1,5,,,66,0.4,420,243,17,81,64,3,,
"Potatoes, scalloped, homemade",125mL,129,111,466,4,14,,2.5,5,,,74,0.7,434,489,25,82,,14,,
"Pumpkin, canned",125mL,129,44,184,1,10,4,3.8,tr,,,34,1.8,6,267,30,45,1007,5,,
"Radicchio, chopped",125mL,21,5,20,tr,1,tr,0.2,tr,,,4,0.1,5,64,3,8,tr,2,,
Radishes,3 medium,14,2,9,tr,tr,tr,0.2,tr,,,3,tr,5,31,1,3,0,2,,
"Rutabaga (yellow turnip), diced, boiled, drained",125mL,90,35,146,1,8,5,1.6,tr,,,43,0.5,18,293,21,50,13,17,,
"Sauerkraut, canned, not drained",125mL,75,14,59,1,3,1,1.9,tr,,,23,1.1,496,128,10,15,1,11,,
"Seaweed, dulse, dried",60mL,4,8,35,1,1,tr,0.1,tr,,,17,0.4,11,84,tr,14,62,9,,
"Spinach, boiled, drained",125mL,95,22,91,3,4,tr,2.3,tr,,,129,3.4,67,443,83,53,498,9,,
"Spinach, chopped, raw",250mL,32,7,30,1,1,tr,0.7,tr,,,31,0.9,25,177,25,16,149,9,,
"Squash, acorn, cubed, baked",125mL,108,61,253,1,16,,2.1,tr,,,48,1,4,473,47,49,23,12,,
"Squash, butternut, cubed, baked",125mL,108,43,181,1,11,2,1.8,tr,,,44,0.6,4,308,31,29,413,16,,
"Squash, spaghetti, baked",125mL,82,22,93,1,5,2,0.9,tr,,,17,0.3,15,96,9,11,5,3,,
"Sweet potato, baked, peeled after cooking",1/2 ,57,51,214,1,12,5,1.9,tr,,,22,0.4,21,271,15,31,548,11,,
"Sweet potato, boiled without skin",1/2 ,76,57,240,1,13,4,1.9,tr,,,20,0.5,20,174,14,24,594,10,,
"Swiss chard, chopped, boiled, drained",125mL,92,18,78,2,4,1,1.9,tr,,,54,2.1,165,508,80,31,283,17,,
"Tomatoes, canned, stewed",125mL,135,35,147,1,8,6,1.4,tr,,,46,1.8,298,279,16,27,12,11,,
"Tomatoes, canned, whole",125mL,127,22,90,1,5,3,1,tr,,,39,1.2,162,238,14,24,8,18,,
"Tomatoes, raw",1,123,22,92,1,5,3,1.5,tr,,,12,0.3,6,292,14,30,52,16,,
"Tomatoes, sun-dried",1 piece,2,5,22,tr,1,1,0.2,tr,,,2,0.2,42,69,4,7,1,1,,
"Tomatoes, sun-dried, packed in oil, drained",1 piece,3,6,27,tr,1,,0.2,tr,,,1,0.1,8,47,2,4,2,3,,
"Turnip (white turnip), cubed, boiled, drained",125mL,82,18,76,1,4,2,1.6,tr,,,27,0.1,13,146,7,21,0,10,,
"Vegetables, Asian mix  (broccoli, carrots, green beans, ""mini corn"", snow peas, sweet red pepper), frozen, boiled, drained",125mL,74,29,122,1,6,2,1.8,tr,,,24,0.5,15,128,13,32,192,22,,
